id,slug,name,brand,years,generation_code,category,vehicle_type,tier,country,engine,hp,torque,trans,drivetrain,layout,curb_weight,seats,manual_available,zero_to_sixty,quarter_mile,top_speed,braking_60_0,lateral_g,price_range,price_avg,msrp_new_low,msrp_new_high,score_sound,score_interior,score_track,score_reliability,score_value,score_driver_fun,score_aftermarket,daily_usability_tag,maintenance_cost_index,insurance_cost_index,fuel_economy_combined,platform_cost_tier,parts_availability,diy_friendliness,has_tagline,has_highlight,has_hero_blurb,has_essence,has_heritage,has_engine_character,has_buyers_summary,pros_count,cons_count,common_issues_count,competitors_count,has_hero_image,tuning_engine_family,tuning_stock_whp,tuning_stock_wtq,tuning_data_quality,tuning_verified,tuning_stages_count,expected_whp,whp_diff
e6d25eef-9f50-4330-9356-a53cff4e7612,bmw-m5-f10-competition,BMW M5 F10 Competition,BMW,2014-2016,F10,Front-Engine,Sports Sedan,mid,Germany,4.4L TT V8 S63,575,500,7DCT,RWD,,4370,,true,3.7,11.80,155,98,0.98,$38-55K,45000,,,7.5,8.0,8.0,7.4,7.0,7.9,7.4,,,,17.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,,skeleton,false,0,489,
7ecb9923-659d-42e0-80ad-e3f69355e052,bmw-m5-f90-competition,BMW M5 F90 Competition,BMW,2018-2024,F90,Front-Engine,Sports Sedan,upper-mid,Germany,4.4L TT V8 S63,617,553,8AT,AWD,,4345,,true,3.1,11.20,155,96,1.00,$65-95K,78000,,,7.5,9.4,8.8,7.4,5.6,7.9,7.4,,,,18.0,,,,Y,Y,N,Y,Y,Y,Y,4,4,0,0,Y,,,,skeleton,false,0,524,
c497677c-0fff-405b-a138-a01c728bf83c,bmw-z4m-e85-e86,BMW Z4 M Coupe/Roadster,BMW,2006-2008,E85/E86,Front-Engine,Sports Car,mid,Germany,3.2L NA I6 S54,330,262,6MT,RWD,,3230,,true,4.8,13.10,155,105,0.97,$35-55K,45000,,,9.0,6.2,8.0,5.6,3.5,9.1,7.7,,,,18.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,,skeleton,false,0,281,
298d1d40-a2bf-4293-8a11-ea0708351879,buick-grand-national-g-body,Buick Grand National,Buick,1984-1987,G-Body,Front-Engine,Muscle Car,mid,United States,3.8L Turbocharged V6,245,355,4AT,RWD,,3545,5,false,4.7,13.40,124,,,"$15,000 - $40,000 (1987 MSRP)",27500,15000,18500,8.0,5.0,6.0,5.0,9.0,8.0,9.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,302,researched,false,0,208,
559def72-c41c-45f9-8169-6e8c8524747b,cadillac-ats-v-first-generation,Cadillac ATS-V,Cadillac,2016-2019,GMT900,Front-Engine,Sports Sedan,mid,United States,3.6L Twin-Turbo V6,464,445,6MT/8AT,RWD,,3803,4,true,3.8,12.00,189,,,"$61,000 - $70,000",65500,61460,69465,8.0,7.0,9.0,6.0,7.0,9.0,8.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,378,researched,false,0,394,
3377c815-4ab6-4971-93e2-7ad8e196c904,cadillac-ct4-v-blackwing,Cadillac CT4-V Blackwing,Cadillac,2022-2024,Alpha2,Front-Engine,Sports Sedan,mid,United States,3.6L Twin-Turbo V6,472,445,6MT/10AT,RWD,,3760,5,true,3.8,12.10,189,,,"$59,990 - $75,000",67500,59990,75000,9.0,8.0,9.0,6.0,8.0,10.0,7.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,378,researched,false,0,401,
05c1b6bf-6444-48c3-985e-c34c815307e3,cadillac-ct5-v-blackwing,Cadillac CT5-V Blackwing,Cadillac,2022-present,CT5-V BWS,Front-Engine,Sports Sedan,mid,United States,6.2L Supercharged V8 LT4,668,659,6MT or 10AT,RWD,,4123,5,true,3.4,11.40,200,,,"$85,000 - $95,000",90000,84990,95000,8.0,7.0,9.0,6.0,7.0,9.0,8.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,560,researched,false,0,568,
85c1ab1d-97e1-4a8e-b87f-0476a285ad2a,cadillac-cts-v-gen1,Cadillac CTS-V Gen 1,Cadillac,2004-2007,Sigma,Front-Engine,Sports Sedan,mid,United States,"5.7L LS6 V8 (2004-2005), 6.0L LS2 V8 (2006-2007)",400,395,6MT,RWD,,3882,5,true,4.6,13.20,163,,,"$50,000 - $55,000",52500,50265,54990,8.0,6.0,8.0,5.0,8.0,8.0,7.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,336,researched,false,0,340,
2c5df0b5-f6d5-43c8-9ce1-c65df13e85e3,cadillac-cts-v-gen2,Cadillac CTS-V Gen 2,Cadillac,2009-2014,Gen 2,Front-Engine,Sports Sedan,mid,United States,6.2L SC V8 LSA,556,551,6MT/6AT,RWD,,4254,,true,3.9,11.90,191,100,0.99,$30-50K,38000,,,8.8,6.4,8.2,7.3,9.0,8.8,9.0,,,,16.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,468,templated,false,0,473,
8a3758f5-9b50-43d3-9184-12358dd1fd36,cadillac-cts-v-gen3,Cadillac CTS-V Gen 3,Cadillac,2016-2019,Gen 3,Front-Engine,Sports Sedan,upper-mid,United States,6.2L SC V8 LT4,640,630,8AT,RWD,,4145,,true,3.6,11.60,200,98,1.00,$45-70K,55000,,,8.8,8.0,8.8,7.3,7.5,8.8,9.0,,,,17.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,536,enriched,false,0,544,
6baea858-3427-4768-9b7c-dd985386e894,c7-corvette-grand-sport,C7 Corvette Grand Sport,Chevrolet,2017-2019,C7,Front-Engine,Sports Car,mid,United States,6.2L V8,460,465,7MT/8AT,RWD,,3524,,true,3.6,11.80,190,99,1.08,$45-60K,52500,,,8.4,5.5,9.0,8.0,9.2,9.0,9.7,,,,19.0,,,,Y,Y,N,Y,Y,Y,Y,4,2,0,0,Y,,,395,enriched,false,0,391,
3ea872be-6d80-4b27-b73a-fb8a10b1ee64,c7-corvette-z06,C7 Corvette Z06,Chevrolet,2015-2019,C7,Front-Engine,Sports Car,mid,United States,6.2L SC V8,650,650,7MT/8AT,RWD,,3599,,true,3.2,11.10,195,96,1.14,$50-70K,60000,,,9.3,5.5,9.4,6.5,8.1,9.0,9.7,,,,16.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,553,enriched,false,0,553,
c5530d52-83bd-4fe4-b4d2-3ba05ed56b3e,c8-corvette-stingray,C8 Corvette Stingray,Chevrolet,2020-2024,C8,Mid-Engine,Sports Car,upper-mid,United States,6.2L V8,495,470,8DCT,RWD,,3535,2,false,2.9,11.30,194,98,1.04,$55-75K,65000,,,7.4,6.5,9.2,8.7,9.5,8.5,9.4,,,,19.0,,excellent,6,Y,Y,N,Y,Y,Y,Y,4,3,0,3,Y,LT2 6.2L V8,420,400,enriched,false,3,421,1
2a3ec1bb-4281-43c5-a8ce-93b3b449ac5e,camaro-ss-1le,Camaro SS 1LE,Chevrolet,2017-2023,Alpha,Front-Engine,Muscle Car,budget,United States,6.2L V8,455,455,6MT,RWD,,3793,,true,4.2,12.30,165,98,1.04,$35-48K,41500,,,8.2,4.5,9.0,8.0,9.8,8.3,9.7,,,,18.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,,skeleton,false,3,387,
08a5ca5c-5e21-4907-8559-238bfb59e485,camaro-zl1,Camaro ZL1,Chevrolet,2017-2023,Alpha Platform,Front-Engine,Muscle Car,mid,United States,6.2L SC V8,650,650,6MT/10AT,RWD,,3883,,true,3.5,11.50,198,98,1.06,$45-60K,52500,,,9.2,4.5,9.0,8.0,9.3,9.0,9.7,,,,17.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,LT4 6.2L Supercharged V8,560,550,researched,false,3,553,7
1a411f43-bb30-44e7-92f9-aa0e06e8e3fd,chevrolet-camaro-ss-1969,Chevrolet Camaro SS (1969),Chevrolet,1969,First Generation,Front-Engine,Muscle Car,budget,United States,6.5L (396ci) V8,375,415,4MT,RWD,,3600,4,true,5.8,14.20,125,,,"$3,100 - $3,600 (1969 dollars)",3350,3100,3600,9.0,5.0,7.0,6.0,8.0,9.0,10.0,Weekend Only,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,4,319,
faa1c84a-f9c7-457f-afd8-76f3de9b1b47,chevrolet-camaro-ss-ls1,Chevrolet Camaro SS LS1,Chevrolet,1998-2002,Fourth Generation,Front-Engine,Muscle Car,budget,United States,5.7L LS1 V8,325,350,6MT/4AT,RWD,,3439,4,true,5.3,13.70,155,,,"$24,000 - $28,000",26000,24000,28000,8.0,5.0,7.0,6.0,9.0,8.0,9.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,4,276,
14390a2b-1deb-4360-98c0-5c1d1ea507c4,chevrolet-camaro-z28-second-generation,Chevrolet Camaro Z28,Chevrolet,1970-1973,Second Generation,Front-Engine,Muscle Car,budget,United States,5.7L LT-1 V8,330,360,4MT,RWD,,3500,4,true,5.8,14.20,124,,,"$3,500 - $4,500 (1970 pricing)",4000,3500,4500,9.0,5.0,7.0,6.0,8.0,9.0,9.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,4,281,
80709df5-b084-4f43-b31c-0ff53134d006,chevrolet-colorado-zr2-2017-2024,Chevrolet Colorado ZR2,Chevrolet,2017-2024,GMT31XX,Front-Engine,Truck,mid,United States,3.6L V6 or 2.8L Turbo-Diesel I4,308,275,8AT,RWD,,4620,5,false,7.0,15.20,100,,,"$41,000 - $55,000",48000,41300,55000,7.0,6.0,4.0,7.0,8.0,8.0,7.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,4,262,
c27841ce-3386-4f7b-ae16-7cdb1ed0021c,chevrolet-corvette-c5-z06,Chevrolet Corvette C5 Z06,Chevrolet,2001-2004,C5,Front-Engine,Sports Car,budget,United States,5.7L NA V8 LS6,405,400,6MT,RWD,,3118,,true,4.0,12.40,171,105,1.00,$25-40K,32000,,,8.3,4.0,8.2,9.0,10.0,9.0,9.9,,,,20.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,,skeleton,false,4,344,
e901103d-dc16-48d8-88dd-8975c9d0a8b4,chevrolet-corvette-c6-grand-sport,Chevrolet Corvette C6 Grand Sport,Chevrolet,2010-2013,C6,Front-Engine,Sports Car,mid,United States,6.2L NA V8 LS3,436,428,6MT/6AT,RWD,,3333,,true,4.0,12.30,190,100,1.02,$32-50K,40000,,,8.4,5.0,8.2,9.0,9.0,9.0,9.9,,,,19.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,,skeleton,false,4,371,
06b71575-d0b3-4385-8d80-159fa3de22d4,chevrolet-corvette-c6-z06,Chevrolet Corvette C6 Z06,Chevrolet,2006-2013,C6,Front-Engine,Sports Car,upper-mid,United States,7.0L NA V8 LS7,505,470,6MT,RWD,,3175,,true,3.6,11.70,198,96,1.06,$45-70K,55000,,,9.2,5.0,9.2,7.0,8.6,9.2,9.9,,,,17.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,,skeleton,false,4,429,
b15089e7-a520-4fd5-87ac-10f13585fc3e,chevrolet-corvette-z06-c8,Chevrolet Corvette C8 Z06,Chevrolet,2023-2024,C8,Mid-Engine,Sports Car,premium,United States,5.5L Naturally Aspirated DOHC V8 (LT6),670,460,8DCT,RWD,,3434,2,false,2.6,10.60,195,,,"$106,395 - $180,000+",143000,106395,180000,9.0,7.0,9.0,6.0,8.0,9.0,7.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,4,570,
cb02d948-06f7-4cb9-9e8a-921fd54b1965,chevrolet-silverado-1500-fourth-generation,Chevrolet Silverado 1500,Chevrolet,2019-2024,T1XX,Front-Engine,Truck,budget,United States,6.2L V8 (top trim),420,460,10AT,RWD,,4474,6,false,5.1,13.40,112,,,"$36,200 - $72,400",54300,36200,72400,8.0,6.0,6.0,7.0,8.0,7.0,9.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,6.2L V8 (L87),360,380,enriched,false,4,357,3
d07700cb-ad47-463a-9a58-dbcd34b96548,chevrolet-silverado-zr2-t1xx,Chevrolet Silverado ZR2,Chevrolet,2022-2024,T1XX,Front-Engine,Truck,mid,United States,6.2L V8,420,460,10AT,RWD,,5815,5,false,6.0,14.20,112,,,"$65,000 - $75,000",70000,65295,74995,8.0,7.0,6.0,7.0,8.0,9.0,7.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,4,357,
724894f8-742e-4fe0-94c2-298f762edc65,chevrolet-ss-vf,Chevrolet SS,Chevrolet,2014-2017,VF,Front-Engine,Sports Sedan,mid,Australia,6.2L Naturally Aspirated V8 (LS3),415,415,6MT/6AT,RWD,,3975,5,true,4.7,12.90,160,,,"$46,000 - $48,000",47000,46625,48055,8.0,6.0,8.0,7.0,9.0,8.0,7.0,Daily Capable,,,,,good,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,4,353,
e67404f6-4071-4856-b011-c8e6dea8f6f5,chevrolet-tahoe-fifth-generation,Chevrolet Tahoe,Chevrolet,2021-2024,GMT T1XX,Front-Engine,SUV,mid,United States,5.3L V8 / 6.2L V8,420,460,10AT,RWD,,5355,8,false,6.1,14.40,112,,,"$52,000 - $75,000",63500,52000,75000,7.0,8.0,4.0,6.0,7.0,5.0,6.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,6.2L V8 (L87),360,380,enriched,false,4,357,3
b22d2e20-eb94-4267-8876-b191c0c370f6,dodge-challenger-hellcat,Dodge Challenger Hellcat,Dodge,2015-2023,LC,Front-Engine,Muscle Car,upper-mid,United States,6.2L SC V8,717,656,6MT/8AT,RWD,,4449,4,true,3.6,11.20,199,110,0.94,$55-85K,68000,,,9.5,5.9,5.5,7.0,8.5,7.0,9.6,,,,15.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,6.2L Supercharged HEMI,620,600,researched,false,3,609,11
c4b08aa9-4fd1-46da-8532-8b9e5a1d0934,dodge-challenger-srt-392,Dodge Challenger SRT 392,Dodge,2011-2023,LC,Front-Engine,Muscle Car,mid,United States,6.4L NA V8,485,475,6MT/8AT,RWD,,4232,,true,4.2,12.40,182,108,0.92,$35-55K,45000,,,8.7,5.9,5.5,7.8,9.0,7.0,9.6,,,,18.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,,skeleton,false,3,412,
5b6372ae-312e-42ec-ab62-8f4eb6f72114,dodge-charger-hellcat,Dodge Charger Hellcat,Dodge,2015-2023,LD,Front-Engine,Muscle Car,upper-mid,United States,6.2L SC V8,707,650,8AT,RWD,,4560,,true,3.7,11.30,204,112,0.93,$55-80K,65000,,,9.5,5.9,5.0,7.0,8.5,6.8,9.6,,,,15.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,6.2L Supercharged HEMI,620,600,researched,false,3,601,19
05fafe6f-aec7-4d12-9f4b-fd5e7acad7f3,dodge-charger-srt-392,Dodge Charger SRT 392,Dodge,2012-2023,LD,Front-Engine,Muscle Car,mid,United States,6.4L NA V8,485,475,8AT,RWD,,4365,,true,4.3,12.50,175,110,0.91,$35-55K,42000,,,8.7,5.9,5.4,7.8,9.0,6.8,9.6,,,,18.0,,,,Y,Y,N,Y,Y,Y,Y,4,3,0,0,Y,,,,skeleton,false,3,412,
aac77345-df74-4b6d-922b-c2a32da844ba,dodge-srt-4-2003-2005,Dodge SRT-4,Dodge,2003-2005,PL,Front-Engine,Sports Sedan,budget,United States,2.4L Turbocharged I4,230,250,5MT,FWD,,2950,5,true,5.6,14.20,153,,,"$20,000 - $22,000",21000,20395,21995,8.0,4.0,7.0,5.0,9.0,8.0,9.0,Daily Capable,,,,,good,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,,skeleton,false,3,196,
28fb9d30-3aca-4c62-bbf1-55b31b57eff3,dodge-viper,Dodge Viper,Dodge,2013-2017,VX,Front-Engine,Sports Car,premium,United States,8.4L V10,645,600,6MT,RWD,,3374,2,true,3.3,11.00,206,95,1.15,$70-100K,85000,,,9.5,4.6,9.0,4.5,6.0,9.4,5.5,Weekend warrior,3,5,14.0,premium,good,5,Y,Y,N,Y,Y,Y,Y,4,3,4,3,Y,,,,skeleton,false,3,548,
ffb2eaf6-fd62-4df8-b39b-e37e700a7836,ferrari-296-gtb-2022-2024,Ferrari 296 GTB,Ferrari,2022-2024,F171,Mid-Engine,Supercar,premium,Italy,3.0L Twin-Turbo V6 Hybrid,819,546,8DCT,RWD,,3485,2,false,2.9,10.50,205,,,"$320,000 - $400,000",360000,321400,380000,8.0,8.0,9.0,6.0,7.0,9.0,7.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,464,researched,false,0,696,
54af1000-6489-46ff-9692-9e995a3e1bf6,ferrari-458-italia,Ferrari 458 Italia,Ferrari,2009-2015,F142,Mid-Engine,Supercar,premium,Italy,4.5L Naturally Aspirated V8,570,398,7DCT,RWD,,3274,2,false,3.4,11.50,202,,,"$170,000 - $220,000",190000,229825,270000,10.0,8.0,9.0,6.0,8.0,10.0,7.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,338,researched,false,0,485,
c5227339-b630-4aa5-bef6-8215b59acd88,ferrari-458-speciale,Ferrari 458 Speciale,Ferrari,2013-2015,F142M,Mid-Engine,Supercar,premium,Italy,4.5L Naturally Aspirated V8,597,398,7DCT,RWD,,3179,2,false,3.0,10.80,202,,,"$291,744 - $350,000",320872,291744,350000,10.0,8.0,10.0,6.0,8.0,10.0,7.0,Track Toy,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,338,researched,false,0,507,
82b64fb2-c891-4ccc-b8d5-cb2114ef1bfe,ferrari-488-gtb-2015-2019,Ferrari 488 GTB,Ferrari,2015-2019,F142M,Mid-Engine,Supercar,premium,Italy,3.9L Twin-Turbo V8,661,561,7DCT,RWD,,3252,2,false,3.0,10.80,205,,,"$190,000 - $260,000",220000,245400,275000,9.0,8.0,9.0,7.0,8.0,9.0,8.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,477,researched,false,0,562,
c2ed2761-f970-40f0-b587-a2f8a62da381,ferrari-488-pista,Ferrari 488 Pista,Ferrari,2018-2020,F142M,Mid-Engine,Supercar,premium,Italy,3.9L Twin-Turbo V8,710,568,7DCT,RWD,,3053,2,false,2.9,10.40,211,,,"$350,000 - $400,000",375000,350670,400000,9.0,8.0,10.0,6.0,7.0,10.0,7.0,Weekend Only,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,483,researched,false,0,604,
c2c7d3f6-2bba-41cb-8a28-ccd2dbe0f719,ferrari-812-superfast,Ferrari 812 Superfast,Ferrari,2017-2024,F152M,Front-Engine,Supercar,premium,Italy,6.5L Naturally Aspirated V12,789,530,7DCT,RWD,,3593,2,false,2.9,10.90,211,,,"$290,000 - $350,000",315000,335275,365000,9.0,8.0,9.0,6.0,7.0,9.0,7.0,Grand Tourer,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,451,researched,false,0,671,
c519c905-1238-4b7b-b986-b414e2ae7714,ferrari-f430-430,Ferrari F430,Ferrari,2004-2009,Type F131,Mid-Engine,Supercar,premium,Italy,4.3L Naturally Aspirated V8,483,343,6MT/6AT F1,RWD,,3196,2,true,3.6,12.10,196,,,"$186,925 - $217,318",202122,186925,217318,9.0,6.0,8.0,5.0,8.0,9.0,7.0,Weekend Only,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,292,researched,false,0,411,
81b53809-bc93-426a-b279-a96d7cda625f,ferrari-f8-tributo,Ferrari F8 Tributo,Ferrari,2019-2024,F142M,Mid-Engine,Supercar,premium,Italy,3.9L Twin-Turbo V8,710,568,7DCT,RWD,,3164,2,false,2.9,10.60,211,,,"$300,000 - $380,000",335000,280000,350000,9.0,8.0,9.0,6.0,6.0,9.0,7.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,483,researched,false,0,604,
8d56014b-4dc5-4a6d-a474-14f4415ffd39,ferrari-roma-2020,Ferrari Roma,Ferrari,2020-2024,M16M,Front-Engine,Supercar,premium,Italy,3.9L Twin-Turbo V8,612,561,8DCT,RWD,,3461,4,false,3.4,11.20,199,,,"$180,000 - $250,000",210000,218670,250000,8.0,8.0,7.0,6.0,6.0,8.0,7.0,Grand Tourer,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,477,researched,false,0,520,
6e829738-7a28-418d-992e-578ef855de8e,ferrari-sf90-stradale-2019-2024,Ferrari SF90 Stradale,Ferrari,2019-2024,F173,Mid-Engine,Supercar,premium,Italy,4.0L Twin-Turbo V8 + Electric Motors,986,590,8DCT,AWD,,3461,2,false,2.5,10.40,211,,,"$480,000 - $550,000",510000,507329,625000,8.0,8.0,10.0,6.0,6.0,9.0,7.0,Grand Tourer,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,502,researched,false,0,838,
0a793922-cbf5-4c5a-8575-fe78636ea200,ford-bronco-sixth-generation,Ford Bronco,Ford,2021-2024,U725,Front-Engine,SUV,mid,United States,2.7L Twin-Turbo V6,330,415,10AT,AWD,,4660,5,true,6.1,14.80,100,,,"$38,000 - $75,000",56500,38205,74515,7.0,6.0,4.0,5.0,8.0,8.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,3,281,
c2381c68-3c67-42b1-8eb4-1d82dd0d2192,ford-bronco-raptor-sixth-generation,Ford Bronco Raptor,Ford,2022-2024,U725,Front-Engine,SUV,mid,United States,3.0L Twin-Turbo V6,418,440,10AT,AWD,,5750,5,false,6.0,14.50,100,,,"$69,995 - $80,000",75000,69995,80000,8.0,7.0,6.0,7.0,6.0,9.0,8.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,1,Y,,,,skeleton,false,3,355,
43b01ff6-a032-41bc-bc5e-1b308c3e3c18,ford-crown-victoria-p71,Ford Crown Victoria,Ford,1998-2011,P71,Front-Engine,Sports Sedan,budget,United States,4.6L SOHC V8,250,297,4AT,RWD,,4180,6,false,8.7,16.80,129,,,"$24,000 - $28,000",26000,24270,28095,6.0,4.0,5.0,8.0,9.0,6.0,7.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,,,,skeleton,false,3,213,
8abad69d-e0ff-4ef4-9361-28f9286994ec,ford-f150-thirteenth,Ford F-150,Ford,2015-2020,P552,Front-Engine,Truck,budget,United States,3.5L Twin-Turbo V6 EcoBoost,375,470,10AT,RWD,,4069,6,true,5.3,13.80,107,,,"$27,910 - $72,080",42000,27910,72080,7.0,6.0,4.0,6.0,8.0,6.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,3.5L EcoBoost,350,420,templated,false,3,319,31
01490d67-89a8-427e-a26b-ef418fae3088,ford-f150-fourteenth-generation,Ford F-150,Ford,2021-2024,P702,Front-Engine,Truck,mid,United States,3.5L Twin-Turbo V6 EcoBoost,400,500,10AT,RWD,,4069,6,false,5.1,13.40,107,,,"$37,000 - $80,000",58500,37090,80610,8.0,7.0,6.0,7.0,9.0,7.0,9.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,3.5L EcoBoost,350,420,enriched,false,3,340,10
e6a496e4-9956-46ea-acfb-572f49fa21c1,ford-f150-lightning-1st-gen,Ford F-150 Lightning,Ford,2022-2024,BEV,Front-Engine,Truck,mid,United States,Dual Electric Motors,563,775,1AT,AWD,,6590,5,false,4.0,12.50,110,,,"$59,974 - $98,074",79024,59974,98074,3.0,8.0,5.0,6.0,8.0,7.0,4.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,,skeleton,false,3,479,
79c9ed9e-a6ff-4c33-a194-bf4f0bd6c5f3,ford-f-150-raptor-2021-2024,Ford F-150 Raptor,Ford,2021-2024,P702,Front-Engine,Truck,mid,United States,3.5L Twin-Turbo V6 EcoBoost,450,510,10AT,AWD,,5740,5,false,5.1,13.50,107,,,"$68,000 - $85,000",76500,68325,85000,8.0,7.0,6.0,7.0,6.0,9.0,8.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,2,Y,3.5L EcoBoost,350,420,enriched,false,3,383,33
939546b0-11ff-4651-b836-9acec1c7abcf,ford-f150-raptor-second-generation,Ford F-150 Raptor,Ford,2017-2020,P552,Front-Engine,Truck,mid,United States,3.5L Twin-Turbo V6 EcoBoost,450,510,10AT,AWD,,5697,5,false,5.1,13.60,107,,,"$52,455 - $68,000",60227,52455,68000,8.0,7.0,5.0,6.0,7.0,9.0,8.0,Daily Capable,,,,,excellent,moderate,Y,Y,Y,Y,Y,Y,Y,5,4,0,1,Y,3.5L EcoBoost,350,420,templated,false,3,383,33
aed55512-159f-4dff-9c4a-585080b38104,ford-f150-raptor-r-third-generation,Ford F-150 Raptor R,Ford,2023-2024,P702,Front-Engine,Truck,mid,United States,5.2L Supercharged V8,700,640,10AT,AWD,,5950,5,false,3.6,12.90,118,,,"$109,145 - $120,000",114573,109145,120000,9.0,7.0,6.0,6.0,5.0,9.0,8.0,Daily Capable,,,,,good,low,Y,Y,Y,Y,Y,Y,Y,5,4,0,1,Y,,,,skeleton,false,3,595,
0fbb086b-258e-47eb-a16d-2c62a2061f3c,ford-f250-powerstroke-fourth-generation,Ford F-250 Power Stroke,Ford,2017-2024,T350,Front-Engine,Truck,mid,United States,6.7L Turbo V8 Diesel,500,1200,10AT,RWD,,7500,6,false,7.2,15.80,105,,,"$45,000 - $85,000",65000,45000,85000,7.0,7.0,3.0,6.0,8.0,6.0,9.0,Daily Capable,,,,,good,moderate,Y,Y,Y,Y,Y,Y,Y,5,5,0,2,Y,,,,skeleton,false,3,425,
1dcd93c8-fcd2-4a31-8970-3996bd463036,ford-focus-rs,Ford Focus RS,Ford,2016-2018,MK3,Front-Engine,Hot Hatch,budget,United States,2.3L Turbo I4,350,350,6MT,AWD,,3464,,true,4.6,13.00,165,105,0.99,$32-45K,38000,,,6.9,6.0,8.4,4.8,7.7,9.2,9.1,,,,23.0,,,,Y,Y,N,Y,Y,Y,Y,4,4,0,0,Y,,,,skeleton,false,3,298,
33664039-94dc-48de-9a2f-042a3d78097a,ford-focus-st-mk3,Ford Focus ST Mk3,Ford,2013-2018,Mk3,Front-Engine,Hot Hatch,budget,Germany,2.0L Turbocharged I4,252,270,6MT,FWD,,3223,5,true,6.0,14.30,154,,,"$23,700 - $26,000",24850,23700,26000,7.0,6.0,7.0,6.0,8.0,8.0,9.0,Daily Capable,,,,,excellent,high,Y,Y,Y,Y,Y,Y,Y,5,4,0,3,Y,,,,skeleton,false,3,214,
